title,body,created_at,updated_at,closed_at,state,labels,number,url,milestone,locked,assignee,assignees
Gh 872 documentation,Added READMEs for the core modules and the proxy store. The rest of the javadoc can be done separately.,2017-05-18 15:26:37+00:00,2017-05-22 10:44:08+00:00,2017-05-22 10:44:05+00:00,closed,[],909,https://github.com/gchq/Gaffer/pull/909,,False,,[]
gh-907 - replaced usage of MockAccumuloStore with SingleUseMockAccumu…,…loStore in tests,2017-05-18 07:28:40+00:00,2017-05-18 08:43:19+00:00,2017-05-18 08:39:21+00:00,closed,[],908,https://github.com/gchq/Gaffer/pull/908,,False,,[]
Accumulo Store tests may fail depending on the order they run,"Some Accumulo Store tests use the MockAccumuloStore instead of the SingleUseMockAccumuloStore. 

This means the Gaffer accumulo table is shared between tests and different schemas are used for different tests so the table contains the wrong schema.",2017-05-18 07:23:10+00:00,2017-05-18 08:43:34+00:00,2017-05-18 08:43:34+00:00,closed,"[Label(name=""bug""), Label(name=""p:high"")]",907,https://github.com/gchq/Gaffer/issues/907,"Milestone(title=""v0.7.2"", number=35)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]"
Improve GetAdjacentIds Accumulo and HBase handlers,"To get an adjacent vertex, the Accumulo and HBase operation handlers fetch the entire Edge object and then simply extracts the destination vertex. It would be more efficient to just fetch the destination vertex.

The handler also relies on a magic operation option 'return_matched_id_as_edge_source' which returns edges with the source and destination flipped so the source is the vertex that was matched against a seed. This option can cause confusion as directed edges may be returned the wrong way around. We should investigate if there is a clearer way of doing this. Perhaps returned a different type of edge, e.g a BackwardsEdge or changing the directed field to be an Enum - FORWARDS, BACKWARDS, FORWARDS_DIR, BACKWARDS_DIR.",2017-05-17 20:44:21+00:00,2017-07-13 19:18:39+00:00,2017-07-05 09:23:08+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:high"")]",906,https://github.com/gchq/Gaffer/issues/906,"Milestone(title=""v0.7.6"", number=40)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570""), NamedUser(login=""t616178"")]"
Updating develop with release branch,,2017-05-17 19:30:32+00:00,2017-05-17 20:31:06+00:00,2017-05-17 19:54:13+00:00,closed,[],905,https://github.com/gchq/Gaffer/pull/905,,False,,[]
Updating master with release 0.7.1,,2017-05-17 19:21:08+00:00,2017-05-17 20:00:22+00:00,2017-05-17 19:53:43+00:00,closed,[],904,https://github.com/gchq/Gaffer/pull/904,,False,,[]
Updating master with release 0.7.1,,2017-05-17 15:48:16+00:00,2017-05-17 16:23:58+00:00,2017-05-17 16:06:22+00:00,closed,[],903,https://github.com/gchq/Gaffer/pull/903,,False,,[]
Updating master with release 0.7.1,,2017-05-17 15:09:10+00:00,2017-05-17 15:46:49+00:00,2017-05-17 15:37:17+00:00,closed,[],902,https://github.com/gchq/Gaffer/pull/902,,False,,[]
Gh 267 table validation,,2017-05-17 07:43:19+00:00,2017-06-08 16:26:39+00:00,2017-05-17 13:23:30+00:00,closed,[],901,https://github.com/gchq/Gaffer/pull/901,,False,,[]
Gh 821 849 new operations,,2017-05-16 15:16:14+00:00,2017-05-17 15:01:19+00:00,2017-05-17 15:00:52+00:00,closed,[],900,https://github.com/gchq/Gaffer/pull/900,,False,,[]
Gh 267 table validation,,2017-05-16 09:26:29+00:00,2017-05-16 10:32:16+00:00,2017-05-16 10:32:16+00:00,closed,[],899,https://github.com/gchq/Gaffer/pull/899,,False,,[]
Renaming of current serialisers,"All current serialisers could be renamed from e.g `StringSerialiser` to `StringToBytesSerialiser` following gh-886. To remove ambiguity from other future types.

We could deprecate the old classes to be empty extensions of the new class names.",2017-05-15 16:12:45+00:00,2017-07-31 11:41:36+00:00,2017-07-31 11:38:07+00:00,closed,"[Label(name=""invalid"")]",898,https://github.com/gchq/Gaffer/issues/898,,False,,[]
Gh 886 change serialisation allow different types,,2017-05-15 16:05:56+00:00,2017-05-24 08:14:25+00:00,2017-05-24 08:14:22+00:00,closed,[],897,https://github.com/gchq/Gaffer/pull/897,,False,,[]
gh-346 - added range scan check,,2017-05-15 11:39:57+00:00,2017-05-16 09:25:22+00:00,2017-05-16 09:25:19+00:00,closed,[],896,https://github.com/gchq/Gaffer/pull/896,,False,,[]
gh-887 - moved the core-library into a types module in core,,2017-05-15 11:08:59+00:00,2017-05-15 14:45:41+00:00,2017-05-15 14:45:38+00:00,closed,[],895,https://github.com/gchq/Gaffer/pull/895,,False,,[]
Gh 893,,2017-05-15 10:32:47+00:00,2017-05-15 12:20:53+00:00,2017-05-15 12:20:47+00:00,closed,[],894,https://github.com/gchq/Gaffer/pull/894,,False,,[]
Manage job threads using thread pool,"In order to ensure that exceptionally large numbers of threads are created when submitting jobs to Gaffer, the number of threads available should be managed using a thread pool, with a pre-defined size being specified either via the store.properties file, or defaulting to a given value.",2017-05-15 10:31:09+00:00,2017-05-15 12:21:13+00:00,2017-05-15 12:21:00+00:00,closed,"[Label(name=""bug""), Label(name=""p:high"")]",893,https://github.com/gchq/Gaffer/issues/893,"Milestone(title=""v0.7.1"", number=36)",False,,[]
Update map store to allow complex Map implementations such as Hazelcast,"Currently the map store allows you to specify the class of the Map implementation to use, this is a really useful feature as there are a lot of different Map implementations and this gives the user a lot of flexibility. However, for some more advanced Maps, such as Hazelcast's implementation, it might be necessary to provide a MapFactory class or something similar to add extra logic to control how we fetch/create maps. For some map implementations we may also need to provide a configuration file.

The MapFactory interface could be something like:

```java
public interface MapFactory {
    void initialise(final MapStoreProperties properties);

    <K, V> Map<K, V> newMap(final String mapName);

    default <K, V> Map<K, V> newMap() {
        return newMap(""default"");
    }
}
```

The default simple implementation of this could just be:
```java
public class SimpleMapFactory implements MapFactory {
    private Class<? extends Map> mapClass;

    @Override
    public void initialise(final MapStoreProperties properties) {
        try {
            mapClass = Class.forName(properties.getMapClass()).asSubclass(Map.class);
        } catch (ClassNotFoundException e) {
            throw new IllegalArgumentException(""Map Class is invalid: "" + properties.getMapClass(), e);
        }
    }

    @Override
    public <K, V> Map<K, V> newMap(final String mapName) {
        try {
            return mapClass.newInstance();
        } catch (InstantiationException | IllegalAccessException e) {
            throw new IllegalArgumentException(""Unable to create new map instance of type: "" + mapClass.getName());
        }
    }
}
```

We may also need to make some other changes to the MapImpl to work with persistent maps implementations. 

For the Hazelcast example, it is more efficient in Hazelcast to call a special 'set' method instead of 'put'. We should consider the possibility of allowing Map implementations to override some of this logic too to improve the performance.

We should then add a new integration test suite for the MapStore, that runs the integrations tests over a different map implementation. This is just a case of duplicating the MapStoreITs class and providing a different store.properties file.

",2017-05-15 06:44:07+00:00,2017-06-30 12:58:44+00:00,2017-06-30 12:58:37+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:high"")]",892,https://github.com/gchq/Gaffer/issues/892,"Milestone(title=""v0.7.6"", number=40)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]"
gh-879 remove unneccesary line,"Removed unnecessary line from configuration per issue.

Closes: #879",2017-05-12 03:40:17+00:00,2017-05-15 16:11:54+00:00,2017-05-15 16:07:28+00:00,closed,[],891,https://github.com/gchq/Gaffer/pull/891,,False,,[]
gh-889 - made operations closeable,,2017-05-11 16:53:33+00:00,2017-05-12 10:26:32+00:00,2017-05-12 10:26:29+00:00,closed,[],890,https://github.com/gchq/Gaffer/pull/890,,False,,[]
Ensure any operations that have a closable input are closed if an exception is thrown,In the Graph class we should wrap the execution of an OperationChain in a try-catch and if an exception is caught we should close all operation inputs.,2017-05-11 16:04:39+00:00,2017-05-12 10:26:54+00:00,2017-05-12 10:26:54+00:00,closed,"[Label(name=""bug""), Label(name=""p:high"")]",889,https://github.com/gchq/Gaffer/issues/889,"Milestone(title=""v0.7.1"", number=36)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]"
The basic Gaffer prototype UI should be moved to Gaffer Tools,"As it is really just a simple prototype, it would be strange to include it in Gaffer version 1.0.0. However, it is nice to use to do simple queries on Gaffer and to help with the examples, but including it in this Gaffer repository does suggest it is part of the core Gaffer framework.
",2017-05-11 15:07:06+00:00,2017-05-25 14:54:45+00:00,2017-05-25 14:54:38+00:00,closed,"[Label(name=""migration-required""), Label(name=""p:normal""), Label(name=""tech-def"")]",888,https://github.com/gchq/Gaffer/issues/888,"Milestone(title=""v0.7.4"", number=38)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]"
Move the contents of the core-library module into the core module,"Since moving functions out into Koryphe project the core-module has become rather small and really it is just confusing to be separated out from the core module. 

Let's just move the small number of classes into the core module and then remove the core module.",2017-05-11 15:03:46+00:00,2017-05-23 12:41:09+00:00,2017-05-15 15:40:42+00:00,closed,"[Label(name=""intermediate""), Label(name=""migration-required""), Label(name=""p:low""), Label(name=""tech-def"")]",887,https://github.com/gchq/Gaffer/issues/887,"Milestone(title=""v0.7.1"", number=36)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]"
Change Serialisation api to allow objects to be serialised into different types,"The accumulo and hbase stores require objects to be serialised into bytes. However, other stores may require objects to be serialised into Strings or some other type.

We should rename Serialisation to ByteArraySerialiser and create a parent interface Serialiser:

```java
public interface Serialiser<I, O> {
    O serialise(I obj);

    I deserialise(O serialisedObj);
}
```",2017-05-11 14:47:48+00:00,2017-06-13 13:47:10+00:00,2017-05-24 08:14:36+00:00,closed,"[Label(name=""enhancement""), Label(name=""migration-required""), Label(name=""p:high"")]",886,https://github.com/gchq/Gaffer/issues/886,"Milestone(title=""v0.7.4"", number=38)",False,"NamedUser(login=""GCHQDeveloper404"")","[NamedUser(login=""GCHQDeveloper404"")]"
Reduce the number of times byte arrays are copied,"The Serialisation class serialises objects into byte arrays. In accumulo and hbase these byte arrays are then copied into another byte[] and then store in an accumulo/hbase row/column/value. 

Perhaps we could add a serialise method that takes a byte[] or some byte writer and can write directly to that byte[]/writer:
```java
void serialise(Object, byte[] result)
```
or
```java
void serialise(Object, ByteWriter writer)
```",2017-05-11 14:42:54+00:00,2017-06-30 18:50:16+00:00,2017-06-30 18:50:08+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:normal"")]",885,https://github.com/gchq/Gaffer/issues/885,"Milestone(title=""v0.7.6"", number=40)",False,"NamedUser(login=""GCHQDeveloper404"")","[NamedUser(login=""GCHQDeveloper404"")]"
gh-864 refactoring toString() to use ToStringBuilder.,This is only the toString portion of the ticket.,2017-05-11 14:35:02+00:00,2017-05-15 17:35:49+00:00,2017-05-15 17:35:49+00:00,closed,[],884,https://github.com/gchq/Gaffer/pull/884,,False,,[]
Create general purpose aggregation operations,"We should provide some default aggregation operations that can be applied to properties on elements returned by queries. These would be executed client side and so would best suited to stores which are hosted on a single node (e.g. in-memory stores like the MapStore). For distributed store types this would be inefficient, so an ideal implementation of these default aggregation operations would delegate to the underlying store if necessary.",2017-05-11 14:29:14+00:00,2017-09-27 13:30:10+00:00,2017-09-27 13:30:05+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:normal""), Label(name=""question"")]",883,https://github.com/gchq/Gaffer/issues/883,"Milestone(title=""v1.0.0-RC4"", number=11)",False,,[]
Speed up the travis build,"With the addition of more unit and integration tests and new store implementations, currently Travis takes approximately 35 minutes to build the project. As this will increase over time (as new features are added), any efforts to reduce the running time of the tests (for example, by using the build matrix to run the unit tests and integration tests separately or by running tests for each store in parallel) would be of benefit.",2017-05-11 13:57:23+00:00,2017-06-20 09:44:11+00:00,2017-06-20 09:44:06+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:normal"")]",882,https://github.com/gchq/Gaffer/issues/882,"Milestone(title=""v0.7.5"", number=39)",False,,[]
gh-877 - updated to use the koryphe version 0.1.1,koryphe version 0.1.1 fixes several validation issues with predicates,2017-05-11 12:59:45+00:00,2017-05-11 14:48:28+00:00,2017-05-11 14:48:25+00:00,closed,[],881,https://github.com/gchq/Gaffer/pull/881,,False,,[]
SampleDataForSplitPoints and SplitTable don't work together,"In the `AccumuloStore`, the `SampleDataForSplitPointsHandler` uses `SampleDataAndCreateSplitsFileTool` to sample some split points and write them to file. They are written to file base64 encoded.

The `SplitTableHandler` uses `SplitTableTool` to read the split points in from file and apply them to the table. The base64 encoding is not undone when they are read from file.

This explains why only one tablet server receives data even if split points have been applied.

This should be fixed and a unit test created.",2017-05-11 08:34:34+00:00,2017-05-31 09:18:54+00:00,2017-05-31 09:18:49+00:00,closed,"[Label(name=""bug""), Label(name=""p:high"")]",880,https://github.com/gchq/Gaffer/issues/880,"Milestone(title=""v0.7.4"", number=38)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]"
